ID,Produto,Data de Fabricação,Data Entrega,Tempo entrega,Status,Motivo devolução,Tempo Resolução,Nível de Satisfação
4151,Sofá,09/07/2023,11/07/2023,2,Rejeitado,Não conformidade,2,2
4152,Mesa de jantar,10/07/2023,14/07/2023,4,Aceito,,,5
4153,Cortina,11/07/2023,19/07/2023,8,Aceito,,,5
4154,Quadro decorativo,12/07/2023,17/07/2023,5,Aceito,,,5
4155,Quadro decorativo,12/07/2023,14/07/2023,2,Aceito,,,3
4156,Armário,12/07/2023,20/07/2023,8,Aceito,,,5
4157,Cama,12/07/2023,18/07/2023,6,Rejeitado,Danificado durante o transporte,6,2
4158,Mesa de jantar,13/07/2023,17/07/2023,4,Aceito,,,5
4159,Cama,13/07/2023,16/07/2023,3,Rejeitado,Insatisfação com Qualidade,4,1
4160,Quadro decorativo,13/07/2023,17/07/2023,4,Aceito,,,4
4161,Sofá,15/07/2023,21/07/2023,6,Rejeitado,Danificado durante o transporte,3,1
4162,Quadro decorativo,15/07/2023,18/07/2023,3,Aceito,,,5
4163,Quadro decorativo,16/07/2023,18/07/2023,2,Rejeitado,Insatisfação com Qualidade,5,1
4164,Quadro decorativo,16/07/2023,18/07/2023,2,Aceito,,,5
4165,Cadeira de escritório,17/07/2023,25/07/2023,8,Rejeitado,Danificado durante o transporte,6,2
4166,Mesa de jantar,17/07/2023,23/07/2023,6,Aceito,,,4
4167,Quadro decorativo,18/07/2023,24/07/2023,6,Aceito,,,3
4168,Tapete,18/07/2023,19/07/2023,1,Aceito,,,5
4169,Mesa de jantar,18/07/2023,24/07/2023,6,Aceito,,,5
4170,Mesa de jantar,18/07/2023,21/07/2023,3,Aceito,,,5
4171,Estante,19/07/2023,23/07/2023,4,Aceito,,,5
4172,Armário,19/07/2023,22/07/2023,3,Aceito,,,3
4173,Mesa de jantar,19/07/2023,25/07/2023,6,Aceito,,,5
4174,Luminária,19/07/2023,26/07/2023,7,Aceito,,,5
4175,Cama,20/07/2023,23/07/2023,3,Aceito,,,5
4176,Sofá,20/07/2023,22/07/2023,2,Aceito,,,5
4177,Luminária,20/07/2023,22/07/2023,2,Aceito,,,4
4178,Cama,20/07/2023,25/07/2023,5,Aceito,,,5
4179,Cama,20/07/2023,23/07/2023,3,Aceito,,,3
4180,Cortina,21/07/2023,24/07/2023,3,Aceito,,,5
4181,Sofá,21/07/2023,28/07/2023,7,Aceito,,,5
4182,Mesa de jantar,21/07/2023,22/07/2023,1,Aceito,,,3
4183,Cadeira de escritório,22/07/2023,26/07/2023,4,Aceito,,,5
4184,Estante,22/07/2023,24/07/2023,2,Rejeitado,Danificado durante o transporte,1,2
4185,Cortina,22/07/2023,24/07/2023,2,Aceito,,,3
4186,Cortina,23/07/2023,25/07/2023,2,Rejeitado,Não conformidade,1,2
4187,Quadro decorativo,23/07/2023,25/07/2023,2,Aceito,,,5
4188,Cama,23/07/2023,27/07/2023,4,Aceito,,,5
4189,Quadro decorativo,23/07/2023,26/07/2023,3,Aceito,,,5
4190,Luminária,24/07/2023,28/07/2023,4,Aceito,,,4
4191,Armário,24/07/2023,27/07/2023,3,Rejeitado,Danificado durante o transporte,6,2
4192,Sofá,24/07/2023,29/07/2023,5,Rejeitado,Não conformidade,3,1
4193,Estante,24/07/2023,30/07/2023,6,Rejeitado,Defeito no produto,1,2
4194,Cama,26/07/2023,29/07/2023,3,Aceito,,,3
4195,Cortina,27/07/2023,30/07/2023,3,Rejeitado,Insatisfação com Qualidade,6,2
4196,Cama,27/07/2023,29/07/2023,2,Aceito,,,4
4197,Cadeira de escritório,29/07/2023,01/08/2023,3,Aceito,,,5
4198,Mesa de jantar,29/07/2023,03/08/2023,5,Aceito,,,5
4199,Luminária,29/07/2023,04/08/2023,6,Aceito,,,5
4200,Estante,30/07/2023,05/08/2023,6,Aceito,,,3
4201,Luminária,30/07/2023,01/08/2023,2,Aceito,,,5
4202,Mesa de jantar,30/07/2023,01/08/2023,2,Aceito,,,5
4203,Mesa de jantar,30/07/2023,01/08/2023,2,Aceito,,,5
4204,Cadeira de escritório,30/07/2023,05/08/2023,6,Aceito,,,3
4205,Luminária,31/07/2023,04/08/2023,4,Aceito,,,5
4206,Estante,31/07/2023,04/08/2023,4,Aceito,,,5
4207,Cadeira de escritório,01/08/2023,05/08/2023,4,Aceito,,,3
4208,Luminária,01/08/2023,03/08/2023,2,Aceito,,,4
4209,Cama,01/08/2023,04/08/2023,3,Aceito,,,3
4210,Cadeira de escritório,01/08/2023,05/08/2023,4,Aceito,,,5
4211,Estante,02/08/2023,06/08/2023,4,Aceito,,,5
4212,Armário,02/08/2023,05/08/2023,3,Aceito,,,3
4213,Cortina,02/08/2023,04/08/2023,2,Aceito,,,5
4214,Tapete,03/08/2023,07/08/2023,4,Aceito,,,4
4215,Sofá,04/08/2023,08/08/2023,4,Rejeitado,Defeito no produto,2,2
4216,Estante,04/08/2023,11/08/2023,7,Rejeitado,Danificado durante o transporte,3,2
4217,Cama,04/08/2023,08/08/2023,4,Aceito,,,4
4218,Quadro decorativo,05/08/2023,08/08/2023,3,Rejeitado,Danificado durante o transporte,6,1
4219,Estante,05/08/2023,07/08/2023,2,Rejeitado,Danificado durante o transporte,2,2
4220,Tapete,05/08/2023,08/08/2023,3,Aceito,,,4
4221,Cortina,05/08/2023,10/08/2023,5,Aceito,,,4
4222,Luminária,06/08/2023,11/08/2023,5,Rejeitado,Não conformidade,2,2
4223,Estante,06/08/2023,08/08/2023,2,Aceito,,,4
4224,Mesa de jantar,06/08/2023,10/08/2023,4,Aceito,,,4
4225,Cadeira de escritório,06/08/2023,09/08/2023,3,Aceito,,,5
4226,Armário,07/08/2023,09/08/2023,2,Aceito,,,3
4227,Estante,07/08/2023,10/08/2023,3,Rejeitado,Danificado durante o transporte,6,2
4228,Tapete,07/08/2023,11/08/2023,4,Aceito,,,5
4229,Quadro decorativo,07/08/2023,09/08/2023,2,Aceito,,,4
4230,Estante,07/08/2023,10/08/2023,3,Aceito,,,5
4231,Estante,08/08/2023,14/08/2023,6,Aceito,,,3
4232,Mesa de jantar,09/08/2023,11/08/2023,2,Rejeitado,Defeito no produto,3,2
4233,Cama,09/08/2023,13/08/2023,4,Aceito,,,5
4234,Tapete,10/08/2023,16/08/2023,6,Aceito,,,3
4235,Sofá,10/08/2023,12/08/2023,2,Aceito,,,5
4236,Cama,10/08/2023,14/08/2023,4,Aceito,,,5
4237,Luminária,10/08/2023,13/08/2023,3,Aceito,,,5
4238,Cortina,10/08/2023,14/08/2023,4,Rejeitado,Insatisfação com Qualidade,6,1
4239,Quadro decorativo,10/08/2023,14/08/2023,4,Aceito,,,5
4240,Quadro decorativo,10/08/2023,13/08/2023,3,Aceito,,,5
4241,Quadro decorativo,10/08/2023,13/08/2023,3,Rejeitado,Danificado durante o transporte,5,2
4242,Tapete,10/08/2023,14/08/2023,4,Rejeitado,Danificado durante o transporte,6,2
4243,Cadeira de escritório,11/08/2023,14/08/2023,3,Aceito,,,5
4244,Cortina,12/08/2023,16/08/2023,4,Rejeitado,Não conformidade,6,1
4245,Luminária,12/08/2023,14/08/2023,2,Aceito,,,5
4246,Estante,12/08/2023,14/08/2023,2,Aceito,,,5
4247,Quadro decorativo,12/08/2023,16/08/2023,4,Rejeitado,Insatisfação com Qualidade,6,2
4248,Cadeira de escritório,13/08/2023,16/08/2023,3,Aceito,,,5
4249,Mesa de jantar,14/08/2023,18/08/2023,4,Aceito,,,3
4250,Cama,14/08/2023,21/08/2023,7,Rejeitado,Danificado durante o transporte,5,2
4251,Tapete,15/08/2023,21/08/2023,6,Aceito,,,3
4252,Cama,15/08/2023,17/08/2023,2,Aceito,,,5
4253,Luminária,15/08/2023,18/08/2023,3,Rejeitado,Insatisfação com Qualidade,3,1
4254,Cortina,15/08/2023,19/08/2023,4,Aceito,,,4
4255,Cortina,15/08/2023,18/08/2023,3,Aceito,,,3
4256,Estante,15/08/2023,17/08/2023,2,Aceito,,,3
4257,Tapete,15/08/2023,20/08/2023,5,Aceito,,,3
4258,Luminária,15/08/2023,21/08/2023,6,Aceito,,,4
4259,Estante,15/08/2023,18/08/2023,3,Rejeitado,Não conformidade,5,2
4260,Mesa de jantar,16/08/2023,18/08/2023,2,Aceito,,,5
4261,Sofá,16/08/2023,18/08/2023,2,Aceito,,,5
4262,Quadro decorativo,17/08/2023,24/08/2023,7,Aceito,,,3
4263,Tapete,18/08/2023,20/08/2023,2,Aceito,,,3
4264,Quadro decorativo,19/08/2023,23/08/2023,4,Aceito,,,3
4265,Cortina,19/08/2023,26/08/2023,7,Aceito,,,4
4266,Armário,19/08/2023,22/08/2023,3,Aceito,,,5
4267,Cama,19/08/2023,24/08/2023,5,Aceito,,,3
4268,Mesa de jantar,19/08/2023,23/08/2023,4,Aceito,,,5
4269,Luminária,20/08/2023,24/08/2023,4,Aceito,,,4
4270,Tapete,20/08/2023,23/08/2023,3,Aceito,,,3
4271,Estante,20/08/2023,24/08/2023,4,Aceito,,,4
4272,Mesa de jantar,21/08/2023,24/08/2023,3,Aceito,,,5
4273,Armário,22/08/2023,26/08/2023,4,Rejeitado,Não conformidade,3,2
4274,Mesa de jantar,22/08/2023,26/08/2023,4,Aceito,,,4
4275,Armário,22/08/2023,27/08/2023,5,Rejeitado,Defeito no produto,4,2
4276,Estante,22/08/2023,26/08/2023,4,Aceito,,,3
4277,Cama,22/08/2023,25/08/2023,3,Aceito,,,4
4278,Cama,23/08/2023,26/08/2023,3,Aceito,,,5
4279,Quadro decorativo,23/08/2023,27/08/2023,4,Aceito,,,5
4280,Armário,23/08/2023,28/08/2023,5,Aceito,,,3
4281,Cortina,24/08/2023,31/08/2023,7,Aceito,,,3
4282,Tapete,24/08/2023,27/08/2023,3,Aceito,,,5
4283,Armário,24/08/2023,28/08/2023,4,Rejeitado,Danificado durante o transporte,4,2
4284,Cortina,25/08/2023,29/08/2023,4,Aceito,,,3
4285,Cama,25/08/2023,29/08/2023,4,Aceito,,,5
4286,Mesa de jantar,25/08/2023,27/08/2023,2,Aceito,,,4
4287,Estante,25/08/2023,29/08/2023,4,Aceito,,,4
4288,Mesa de jantar,26/08/2023,30/08/2023,4,Rejeitado,Danificado durante o transporte,2,1
4289,Tapete,26/08/2023,31/08/2023,5,Aceito,,,3
4290,Cadeira de escritório,27/08/2023,30/08/2023,3,Aceito,,,5
4291,Cama,27/08/2023,28/08/2023,1,Aceito,,,5
4292,Luminária,27/08/2023,29/08/2023,2,Aceito,,,4
4293,Cama,29/08/2023,31/08/2023,2,Rejeitado,Defeito no produto,4,1
4294,Cama,29/08/2023,02/09/2023,4,Aceito,,,3
4295,Cadeira de escritório,29/08/2023,31/08/2023,2,Rejeitado,Insatisfação com Qualidade,6,2
4296,Luminária,29/08/2023,06/09/2023,8,Rejeitado,Insatisfação com Qualidade,2,2
4297,Cortina,30/08/2023,03/09/2023,4,Aceito,,,5
4298,Cama,30/08/2023,04/09/2023,5,Aceito,,,3
4299,Cama,30/08/2023,03/09/2023,4,Aceito,,,3
4300,Luminária,30/08/2023,05/09/2023,6,Aceito,,,5
4301,Cama,30/08/2023,03/09/2023,4,Rejeitado,Defeito no produto,2,2
4302,Cama,31/08/2023,04/09/2023,4,Aceito,,,5
4303,Luminária,31/08/2023,02/09/2023,2,Aceito,,,5
4304,Sofá,31/08/2023,02/09/2023,2,Aceito,,,5
4305,Cama,31/08/2023,06/09/2023,6,Aceito,,,3
4306,Estante,31/08/2023,05/09/2023,5,Aceito,,,3
4307,Cortina,01/09/2023,08/09/2023,7,Aceito,,,4
4308,Mesa de jantar,02/09/2023,06/09/2023,4,Aceito,,,2
4309,Cadeira de escritório,02/09/2023,09/09/2023,7,Rejeitado,Defeito no produto,2,1
4310,Tapete,02/09/2023,06/09/2023,4,Aceito,,,5
4311,Cama,02/09/2023,05/09/2023,3,Aceito,,,5
4312,Cortina,03/09/2023,07/09/2023,4,Aceito,,,5
4313,Tapete,03/09/2023,07/09/2023,4,Rejeitado,Danificado durante o transporte,2,1
4314,Armário,04/09/2023,08/09/2023,4,Aceito,,,5
4315,Cama,05/09/2023,09/09/2023,4,Aceito,,,4
4316,Armário,05/09/2023,13/09/2023,8,Aceito,,,3
4317,Luminária,05/09/2023,08/09/2023,3,Rejeitado,Danificado durante o transporte,5,2
4318,Cama,06/09/2023,09/09/2023,3,Rejeitado,Não conformidade,6,2
4319,Quadro decorativo,06/09/2023,12/09/2023,6,Aceito,,,3
4320,Tapete,06/09/2023,10/09/2023,4,Aceito,,,5
4321,Cadeira de escritório,06/09/2023,09/09/2023,3,Aceito,,,5
4322,Armário,06/09/2023,13/09/2023,7,Aceito,,,3
4323,Quadro decorativo,07/09/2023,15/09/2023,8,Aceito,,,3
4324,Estante,07/09/2023,13/09/2023,6,Aceito,,,3
4325,Cama,07/09/2023,10/09/2023,3,Rejeitado,Danificado durante o transporte,2,2
4326,Armário,07/09/2023,15/09/2023,8,Aceito,,,3
4327,Estante,08/09/2023,10/09/2023,2,Aceito,,,5
4328,Estante,08/09/2023,11/09/2023,3,Aceito,,,3
4329,Mesa de jantar,08/09/2023,15/09/2023,7,Rejeitado,Não conformidade,1,2
4330,Mesa de jantar,08/09/2023,12/09/2023,4,Rejeitado,Danificado durante o transporte,1,1
4331,Luminária,08/09/2023,13/09/2023,5,Aceito,,,5
4332,Estante,09/09/2023,13/09/2023,4,Aceito,,,5
4333,Estante,09/09/2023,13/09/2023,4,Aceito,,,3
4334,Sofá,09/09/2023,13/09/2023,4,Aceito,,,5
4335,Cama,10/09/2023,11/09/2023,1,Aceito,,,5
4336,Quadro decorativo,11/09/2023,19/09/2023,8,Rejeitado,Danificado durante o transporte,1,1
4337,Quadro decorativo,11/09/2023,13/09/2023,2,Aceito,,,5
4338,Quadro decorativo,12/09/2023,19/09/2023,7,Aceito,,,3
4339,Cama,12/09/2023,17/09/2023,5,Aceito,,,4
4340,Cortina,13/09/2023,17/09/2023,4,Aceito,,,4
4341,Estante,13/09/2023,18/09/2023,5,Aceito,,,4
4342,Mesa de jantar,13/09/2023,17/09/2023,4,Aceito,,,2
4343,Cortina,14/09/2023,19/09/2023,5,Rejeitado,Danificado durante o transporte,3,2
4344,Cortina,14/09/2023,17/09/2023,3,Aceito,,,5
4345,Tapete,15/09/2023,18/09/2023,3,Aceito,,,5
4346,Mesa de jantar,15/09/2023,18/09/2023,3,Aceito,,,5
4347,Armário,15/09/2023,18/09/2023,3,Aceito,,,4
4348,Luminária,15/09/2023,17/09/2023,2,Rejeitado,Não conformidade,5,2
4349,Cortina,16/09/2023,20/09/2023,4,Rejeitado,Danificado durante o transporte,6,1
4350,Tapete,16/09/2023,24/09/2023,8,Rejeitado,Danificado durante o transporte,4,2
4351,Armário,17/09/2023,23/09/2023,6,Aceito,,,4
4352,Quadro decorativo,17/09/2023,24/09/2023,7,Aceito,,,3
4353,Sofá,18/09/2023,22/09/2023,4,Aceito,,,4
4354,Cadeira de escritório,18/09/2023,22/09/2023,4,Aceito,,,5
4355,Cortina,18/09/2023,20/09/2023,2,Rejeitado,Não conformidade,5,1
4356,Mesa de jantar,19/09/2023,21/09/2023,2,Aceito,,,4
4357,Cama,19/09/2023,24/09/2023,5,Rejeitado,Defeito no produto,6,2
4358,Mesa de jantar,20/09/2023,21/09/2023,1,Rejeitado,Defeito no produto,6,1
4359,Armário,20/09/2023,23/09/2023,3,Aceito,,,5
4360,Cortina,20/09/2023,23/09/2023,3,Rejeitado,Defeito no produto,2,1
4361,Tapete,20/09/2023,24/09/2023,4,Aceito,,,5
4362,Tapete,21/09/2023,24/09/2023,3,Rejeitado,Danificado durante o transporte,2,1
4363,Cortina,21/09/2023,25/09/2023,4,Aceito,,,3
4364,Sofá,21/09/2023,27/09/2023,6,Aceito,,,3
4365,Cadeira de escritório,21/09/2023,25/09/2023,4,Aceito,,,4
4366,Luminária,22/09/2023,26/09/2023,4,Aceito,,,5
4367,Armário,23/09/2023,24/09/2023,1,Aceito,,,5
4368,Mesa de jantar,23/09/2023,26/09/2023,3,Aceito,,,5
4369,Luminária,24/09/2023,29/09/2023,5,Rejeitado,Danificado durante o transporte,1,2
4370,Estante,25/09/2023,03/10/2023,8,Aceito,,,3
4371,Tapete,25/09/2023,29/09/2023,4,Aceito,,,5
4372,Luminária,25/09/2023,27/09/2023,2,Aceito,,,5
4373,Cortina,26/09/2023,03/10/2023,7,Aceito,,,4
4374,Quadro decorativo,26/09/2023,27/09/2023,1,Aceito,,,5
4375,Armário,26/09/2023,28/09/2023,2,Aceito,,,4
4376,Estante,26/09/2023,29/09/2023,3,Aceito,,,3
4377,Cortina,26/09/2023,02/10/2023,6,Aceito,,,3
4378,Sofá,26/09/2023,01/10/2023,5,Aceito,,,3
4379,Estante,26/09/2023,30/09/2023,4,Aceito,,,3
4380,Quadro decorativo,27/09/2023,05/10/2023,8,Rejeitado,Insatisfação com Qualidade,5,2
4381,Armário,27/09/2023,29/09/2023,2,Aceito,,,3
4382,Cadeira de escritório,27/09/2023,02/10/2023,5,Rejeitado,Danificado durante o transporte,1,2
4383,Tapete,28/09/2023,04/10/2023,6,Aceito,,,3
4384,Cama,28/09/2023,02/10/2023,4,Aceito,,,4
4385,Sofá,28/09/2023,30/09/2023,2,Aceito,,,3
4386,Estante,28/09/2023,02/10/2023,4,Aceito,,,3
4387,Tapete,29/09/2023,05/10/2023,6,Rejeitado,Danificado durante o transporte,4,2
4388,Luminária,29/09/2023,02/10/2023,3,Rejeitado,Danificado durante o transporte,3,3
4389,Quadro decorativo,29/09/2023,02/10/2023,3,Aceito,,,4
4390,Tapete,29/09/2023,06/10/2023,7,Rejeitado,Danificado durante o transporte,6,2
4391,Mesa de jantar,29/09/2023,02/10/2023,3,Aceito,,,5
4392,Luminária,29/09/2023,03/10/2023,4,Aceito,,,5
4393,Estante,30/09/2023,06/10/2023,6,Aceito,,,5
4394,Sofá,30/09/2023,06/10/2023,6,Aceito,,,5
4395,Sofá,30/09/2023,01/10/2023,1,Aceito,,,4
4396,Armário,01/10/2023,04/10/2023,3,Aceito,,,3
4397,Cortina,01/10/2023,05/10/2023,4,Aceito,,,5
4398,Cama,02/10/2023,03/10/2023,1,Aceito,,,4
4399,Cortina,02/10/2023,06/10/2023,4,Rejeitado,Insatisfação com Qualidade,1,1
4400,Cama,02/10/2023,06/10/2023,4,Aceito,,,4
4401,Sofá,02/10/2023,07/10/2023,5,Aceito,,,3
4402,Tapete,03/10/2023,05/10/2023,2,Rejeitado,Defeito no produto,4,1
4403,Estante,03/10/2023,05/10/2023,2,Rejeitado,Danificado durante o transporte,6,1
4404,Quadro decorativo,04/10/2023,08/10/2023,4,Aceito,,,2
4405,Luminária,04/10/2023,08/10/2023,4,Rejeitado,Insatisfação com Qualidade,5,3
4406,Estante,05/10/2023,09/10/2023,4,Aceito,,,5
4407,Tapete,05/10/2023,09/10/2023,4,Rejeitado,Danificado durante o transporte,5,1
4408,Mesa de jantar,06/10/2023,10/10/2023,4,Aceito,,,2
4409,Luminária,06/10/2023,09/10/2023,3,Rejeitado,Danificado durante o transporte,2,3
4410,Quadro decorativo,07/10/2023,13/10/2023,6,Aceito,,,2
4411,Sofá,07/10/2023,09/10/2023,2,Rejeitado,Danificado durante o transporte,6,1
4412,Sofá,07/10/2023,13/10/2023,6,Aceito,,,4
4413,Sofá,07/10/2023,11/10/2023,4,Aceito,,,5
4414,Tapete,07/10/2023,15/10/2023,8,Rejeitado,Defeito no produto,1,2
4415,Estante,08/10/2023,10/10/2023,2,Aceito,,,5
4416,Tapete,08/10/2023,14/10/2023,6,Aceito,,,5
4417,Sofá,08/10/2023,12/10/2023,4,Aceito,,,5
4418,Estante,08/10/2023,12/10/2023,4,Aceito,,,5
4419,Quadro decorativo,08/10/2023,11/10/2023,3,Aceito,,,5
4420,Tapete,09/10/2023,13/10/2023,4,Aceito,,,4
4421,Cadeira de escritório,09/10/2023,15/10/2023,6,Aceito,,,3
4422,Sofá,09/10/2023,13/10/2023,4,Aceito,,,5
4423,Sofá,10/10/2023,12/10/2023,2,Aceito,,,4
4424,Quadro decorativo,11/10/2023,15/10/2023,4,Aceito,,,2
4425,Sofá,11/10/2023,17/10/2023,6,Aceito,,,4
4426,Sofá,11/10/2023,14/10/2023,3,Aceito,,,5
4427,Estante,12/10/2023,15/10/2023,3,Rejeitado,Defeito no produto,2,2
4428,Luminária,12/10/2023,14/10/2023,2,Rejeitado,Insatisfação com Qualidade,3,3
4429,Sofá,13/10/2023,15/10/2023,2,Rejeitado,Defeito no produto,5,1
4430,Estante,13/10/2023,17/10/2023,4,Rejeitado,Danificado durante o transporte,2,2
4431,Cortina,14/10/2023,17/10/2023,3,Aceito,,,5
4432,Luminária,14/10/2023,19/10/2023,5,Aceito,,,5
4433,Estante,14/10/2023,17/10/2023,3,Aceito,,,3
4434,Cadeira de escritório,15/10/2023,18/10/2023,3,Aceito,,,3
4435,Tapete,15/10/2023,17/10/2023,2,Aceito,,,5
4436,Cama,15/10/2023,19/10/2023,4,Aceito,,,5
4437,Armário,15/10/2023,23/10/2023,8,Aceito,,,5
4438,Cortina,16/10/2023,23/10/2023,7,Rejeitado,Defeito no produto,5,2
4439,Cortina,16/10/2023,18/10/2023,2,Rejeitado,Defeito no produto,2,2
4440,Mesa de jantar,16/10/2023,18/10/2023,2,Aceito,,,5
4441,Cama,17/10/2023,22/10/2023,5,Aceito,,,4
4442,Cadeira de escritório,18/10/2023,21/10/2023,3,Rejeitado,Defeito no produto,1,2
4443,Cadeira de escritório,19/10/2023,23/10/2023,4,Rejeitado,Danificado durante o transporte,2,2
4444,Tapete,19/10/2023,23/10/2023,4,Rejeitado,Danificado durante o transporte,4,1
4445,Tapete,19/10/2023,23/10/2023,4,Rejeitado,Danificado durante o transporte,4,1
4446,Luminária,19/10/2023,24/10/2023,5,Aceito,,,5
4447,Mesa de jantar,20/10/2023,24/10/2023,4,Rejeitado,Danificado durante o transporte,5,1
4448,Quadro decorativo,20/10/2023,24/10/2023,4,Aceito,,,2
4449,Cadeira de escritório,20/10/2023,22/10/2023,2,Rejeitado,Não conformidade,5,1
4450,Cortina,20/10/2023,21/10/2023,1,Rejeitado,Defeito no produto,1,1
4451,Quadro decorativo,20/10/2023,24/10/2023,4,Aceito,,,2
4452,Luminária,20/10/2023,26/10/2023,6,Aceito,,,5
4453,Estante,21/10/2023,23/10/2023,2,Rejeitado,Defeito no produto,5,2
4454,Cama,21/10/2023,23/10/2023,2,Aceito,,,5
4455,Sofá,23/10/2023,26/10/2023,3,Aceito,,,4
4456,Sofá,23/10/2023,29/10/2023,6,Rejeitado,Insatisfação com Qualidade,6,2
4457,Cadeira de escritório,23/10/2023,26/10/2023,3,Rejeitado,Não conformidade,2,2
4458,Mesa de jantar,23/10/2023,27/10/2023,4,Aceito,,,2
4459,Estante,24/10/2023,26/10/2023,2,Rejeitado,Defeito no produto,1,1
4460,Mesa de jantar,24/10/2023,26/10/2023,2,Aceito,,,5
4461,Cadeira de escritório,24/10/2023,28/10/2023,4,Rejeitado,Insatisfação com Qualidade,6,1
4462,Sofá,24/10/2023,30/10/2023,6,Aceito,,,5
4463,Estante,24/10/2023,29/10/2023,5,Rejeitado,Insatisfação com Qualidade,3,2
4464,Armário,25/10/2023,31/10/2023,6,Aceito,,,3
4465,Cama,25/10/2023,27/10/2023,2,Aceito,,,5
4466,Mesa de jantar,25/10/2023,31/10/2023,6,Rejeitado,Não conformidade,3,1
4467,Estante,25/10/2023,31/10/2023,6,Aceito,,,5
4468,Sofá,25/10/2023,29/10/2023,4,Rejeitado,Não conformidade,4,1
4469,Tapete,25/10/2023,28/10/2023,3,Aceito,,,5
4470,Armário,26/10/2023,28/10/2023,2,Aceito,,,3
4471,Tapete,26/10/2023,30/10/2023,4,Aceito,,,4
4472,Estante,26/10/2023,30/10/2023,4,Aceito,,,5
4473,Cortina,26/10/2023,29/10/2023,3,Rejeitado,Não conformidade,2,2
4474,Cama,26/10/2023,31/10/2023,5,Aceito,,,5
4475,Mesa de jantar,27/10/2023,01/11/2023,5,Aceito,,,2
4476,Quadro decorativo,27/10/2023,30/10/2023,3,Aceito,,,5
4477,Cortina,28/10/2023,02/11/2023,5,Aceito,,,3
4478,Estante,28/10/2023,30/10/2023,2,Aceito,,,5
4479,Armário,28/10/2023,01/11/2023,4,Aceito,,,5
4480,Tapete,28/10/2023,29/10/2023,1,Aceito,,,3
4481,Estante,29/10/2023,30/10/2023,1,Aceito,,,3
4482,Cama,29/10/2023,01/11/2023,3,Aceito,,,5
4483,Tapete,30/10/2023,03/11/2023,4,Aceito,,,5
4484,Cortina,30/10/2023,02/11/2023,3,Aceito,,,4
4485,Luminária,30/10/2023,04/11/2023,5,Aceito,,,5
4486,Mesa de jantar,30/10/2023,02/11/2023,3,Aceito,,,5
4487,Mesa de jantar,31/10/2023,02/11/2023,2,Rejeitado,Danificado durante o transporte,6,2
4488,Sofá,31/10/2023,02/11/2023,2,Aceito,,,5
4489,Armário,31/10/2023,06/11/2023,6,Aceito,,,5
4490,Luminária,31/10/2023,04/11/2023,4,Aceito,,,5
4491,Sofá,01/11/2023,05/11/2023,4,Aceito,,,5
4492,Cama,01/11/2023,04/11/2023,3,Aceito,,,4
4493,Cortina,01/11/2023,05/11/2023,4,Aceito,,,5
4494,Sofá,02/11/2023,03/11/2023,1,Aceito,,,5
4495,Estante,02/11/2023,05/11/2023,3,Aceito,,,5
4496,Cama,02/11/2023,10/11/2023,8,Aceito,,,5
4497,Cadeira de escritório,02/11/2023,05/11/2023,3,Rejeitado,Danificado durante o transporte,4,1
4498,Cama,03/11/2023,06/11/2023,3,Aceito,,,3
4499,Estante,03/11/2023,05/11/2023,2,Aceito,,,4
4500,Mesa de jantar,03/11/2023,05/11/2023,2,Aceito,,,5
4501,Cama,03/11/2023,06/11/2023,3,Aceito,,,5
4502,Sofá,03/11/2023,09/11/2023,6,Aceito,,,4
4503,Mesa de jantar,04/11/2023,09/11/2023,5,Aceito,,,2
4504,Cama,04/11/2023,06/11/2023,2,Rejeitado,Insatisfação com Qualidade,1,2
4505,Cama,04/11/2023,06/11/2023,2,Aceito,,,4
4506,Armário,05/11/2023,09/11/2023,4,Aceito,,,5
4507,Luminária,05/11/2023,08/11/2023,3,Aceito,,,4
4508,Cama,05/11/2023,10/11/2023,5,Aceito,,,5
4509,Tapete,05/11/2023,08/11/2023,3,Aceito,,,5
4510,Luminária,06/11/2023,14/11/2023,8,Aceito,,,4
4511,Mesa de jantar,06/11/2023,09/11/2023,3,Rejeitado,Danificado durante o transporte,3,2
4512,Cama,06/11/2023,13/11/2023,7,Aceito,,,5
4513,Quadro decorativo,06/11/2023,12/11/2023,6,Aceito,,,2
4514,Mesa de jantar,07/11/2023,11/11/2023,4,Aceito,,,2
4515,Cama,08/11/2023,12/11/2023,4,Aceito,,,5
4516,Mesa de jantar,08/11/2023,11/11/2023,3,Aceito,,,5
4517,Cama,08/11/2023,12/11/2023,4,Aceito,,,4
4518,Estante,09/11/2023,15/11/2023,6,Rejeitado,Não conformidade,6,2
4519,Estante,09/11/2023,12/11/2023,3,Aceito,,,5
4520,Luminária,09/11/2023,13/11/2023,4,Aceito,,,4
4521,Cama,09/11/2023,16/11/2023,7,Rejeitado,Defeito no produto,4,1
4522,Armário,10/11/2023,14/11/2023,4,Aceito,,,3
4523,Estante,10/11/2023,13/11/2023,3,Aceito,,,4
4524,Cortina,11/11/2023,13/11/2023,2,Rejeitado,Não conformidade,3,1
4525,Mesa de jantar,11/11/2023,14/11/2023,3,Aceito,,,3
4526,Mesa de jantar,11/11/2023,15/11/2023,4,Rejeitado,Defeito no produto,3,2
4527,Tapete,12/11/2023,16/11/2023,4,Rejeitado,Defeito no produto,4,2
4528,Cadeira de escritório,12/11/2023,16/11/2023,4,Aceito,,,5
